"msa","name_msa","fipstate","fipscty","name_county"
"41540","Salisbury, MD-DE Metro Area","24","047","Worcester County, Maryland"
"41620","Salt Lake City, UT Metro Area","49","035","Salt Lake County, Utah"
"41620","Salt Lake City, UT Metro Area","49","045","Tooele County, Utah"
"41660","San Angelo, TX Metro Area","48","235","Irion County, Texas"
"41660","San Angelo, TX Metro Area","48","451","Tom Green County, Texas"
"41700","San Antonio-New Braunfels, TX Metro Area","48","013","Atascosa County, Texas"
"41700","San Antonio-New Braunfels, TX Metro Area","48","019","Bandera County, Texas"
"41700","San Antonio-New Braunfels, TX Metro Area","48","029","Bexar County, Texas"
"41700","San Antonio-New Braunfels, TX Metro Area","48","091","Comal County, Texas"
"41700","San Antonio-New Braunfels, TX Metro Area","48","187","Guadalupe County, Texas"
"41700","San Antonio-New Braunfels, TX Metro Area","48","259","Kendall County, Texas"
"41700","San Antonio-New Braunfels, TX Metro Area","48","325","Medina County, Texas"
"41700","San Antonio-New Braunfels, TX Metro Area","48","493","Wilson County, Texas"
"41740","San Diego-Carlsbad, CA Metro Area","06","073","San Diego County, California"
"41760","Sandpoint, ID Micro Area","16","017","Bonner County, Idaho"
"41780","Sandusky, OH Micro Area","39","043","Erie County, Ohio"
"41820","Sanford, NC Micro Area","37","105","Lee County, North Carolina"
"41860","San Francisco-Oakland-Hayward, CA Metro Area","06","001","Alameda County, California"
"41860","San Francisco-Oakland-Hayward, CA Metro Area","06","013","Contra Costa County, California"
"41860","San Francisco-Oakland-Hayward, CA Metro Area","06","041","Marin County, California"
"41860","San Francisco-Oakland-Hayward, CA Metro Area","06","075","San Francisco County, California"
"41860","San Francisco-Oakland-Hayward, CA Metro Area","06","081","San Mateo County, California"
"41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","06","069","San Benito County, California"
"41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","06","085","Santa Clara County, California"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area","06","079","San Luis Obispo County, California"
"42100","Santa Cruz-Watsonville, CA Metro Area","06","087","Santa Cruz County, California"
"42140","Santa Fe, NM Metro Area","35","049","Santa Fe County, New Mexico"
"42200","Santa Maria-Santa Barbara, CA Metro Area","06","083","Santa Barbara County, California"
"42220","Santa Rosa, CA Metro Area","06","097","Sonoma County, California"
"42300","Sault Ste. Marie, MI Micro Area","26","033","Chippewa County, Michigan"
"42340","Savannah, GA Metro Area","13","029","Bryan County, Georgia"
"42340","Savannah, GA Metro Area","13","051","Chatham County, Georgia"
"42340","Savannah, GA Metro Area","13","103","Effingham County, Georgia"
"42380","Sayre, PA Micro Area","42","015","Bradford County, Pennsylvania"
"42420","Scottsbluff, NE Micro Area","31","007","Banner County, Nebraska"
"42420","Scottsbluff, NE Micro Area","31","157","Scotts Bluff County, Nebraska"
"42420","Scottsbluff, NE Micro Area","31","165","Sioux County, Nebraska"
"42460","Scottsboro, AL Micro Area","01","071","Jackson County, Alabama"
"42540","Scranton--Wilkes-Barre--Hazleton, PA Metro Area","42","069","Lackawanna County, Pennsylvania"
"42540","Scranton--Wilkes-Barre--Hazleton, PA Metro Area","42","079","Luzerne County, Pennsylvania"
"42540","Scranton--Wilkes-Barre--Hazleton, PA Metro Area","42","131","Wyoming County, Pennsylvania"
"42620","Searcy, AR Micro Area","05","145","White County, Arkansas"
"42660","Seattle-Tacoma-Bellevue, WA Metro Area","53","033","King County, Washington"
"42660","Seattle-Tacoma-Bellevue, WA Metro Area","53","053","Pierce County, Washington"
"42660","Seattle-Tacoma-Bellevue, WA Metro Area","53","061","Snohomish County, Washington"
"42680","Sebastian-Vero Beach, FL Metro Area","12","061","Indian River County, Florida"
"42700","Sebring, FL Metro Area","12","055","Highlands County, Florida"
"42740","Sedalia, MO Micro Area","29","159","Pettis County, Missouri"
"42780","Selinsgrove, PA Micro Area","42","109","Snyder County, Pennsylvania"
"42820","Selma, AL Micro Area","01","047","Dallas County, Alabama"
"42860","Seneca, SC Micro Area","45","073","Oconee County, South Carolina"
"42900","Seneca Falls, NY Micro Area","36","099","Seneca County, New York"
"42940","Sevierville, TN Micro Area","47","155","Sevier County, Tennessee"
"42980","Seymour, IN Micro Area","18","071","Jackson County, Indiana"
"43020","Shawano, WI Micro Area","55","078","Menominee County, Wisconsin"
"43020","Shawano, WI Micro Area","55","115","Shawano County, Wisconsin"
"43060","Shawnee, OK Micro Area","40","125","Pottawatomie County, Oklahoma"
"43100","Sheboygan, WI Metro Area","55","117","Sheboygan County, Wisconsin"
"43140","Shelby, NC Micro Area","37","045","Cleveland County, North Carolina"
"43180","Shelbyville, TN Micro Area","47","003","Bedford County, Tennessee"
"43220","Shelton, WA Micro Area","53","045","Mason County, Washington"
"43260","Sheridan, WY Micro Area","56","033","Sheridan County, Wyoming"
"43300","Sherman-Denison, TX Metro Area","48","181","Grayson County, Texas"
"43320","Show Low, AZ Micro Area","04","017","Navajo County, Arizona"
"43340","Shreveport-Bossier City, LA Metro Area","22","015","Bossier Parish, Louisiana"
"43340","Shreveport-Bossier City, LA Metro Area","22","017","Caddo Parish, Louisiana"
"43340","Shreveport-Bossier City, LA Metro Area","22","031","De Soto Parish, Louisiana"
"43340","Shreveport-Bossier City, LA Metro Area","22","119","Webster Parish, Louisiana"
"43380","Sidney, OH Micro Area","39","149","Shelby County, Ohio"
"43420","Sierra Vista-Douglas, AZ Metro Area","04","003","Cochise County, Arizona"
"43460","Sikeston, MO Micro Area","29","201","Scott County, Missouri"
"43500","Silver City, NM Micro Area","35","017","Grant County, New Mexico"
"43580","Sioux City, IA-NE-SD Metro Area","19","149","Plymouth County, Iowa"
"43580","Sioux City, IA-NE-SD Metro Area","19","193","Woodbury County, Iowa"
"43580","Sioux City, IA-NE-SD Metro Area","31","043","Dakota County, Nebraska"
"43580","Sioux City, IA-NE-SD Metro Area","31","051","Dixon County, Nebraska"
"43580","Sioux City, IA-NE-SD Metro Area","46","127","Union County, South Dakota"
"43620","Sioux Falls, SD Metro Area","46","083","Lincoln County, South Dakota"
"43620","Sioux Falls, SD Metro Area","46","087","McCook County, South Dakota"
"43620","Sioux Falls, SD Metro Area","46","099","Minnehaha County, South Dakota"
"43620","Sioux Falls, SD Metro Area","46","125","Turner County, South Dakota"
"43660","Snyder, TX Micro Area","48","415","Scurry County, Texas"
"43700","Somerset, KY Micro Area","21","199","Pulaski County, Kentucky"
"43740","Somerset, PA Micro Area","42","111","Somerset County, Pennsylvania"
"43760","Sonora, CA Micro Area","06","109","Tuolumne County, California"
"43780","South Bend-Mishawaka, IN-MI Metro Area","18","141","St. Joseph County, Indiana"
"43780","South Bend-Mishawaka, IN-MI Metro Area","26","027","Cass County, Michigan"
"43900","Spartanburg, SC Metro Area","45","083","Spartanburg County, South Carolina"
"43900","Spartanburg, SC Metro Area","45","087","Union County, South Carolina"
"43940","Spearfish, SD Micro Area","46","081","Lawrence County, South Dakota"
"43980","Spencer, IA Micro Area","19","041","Clay County, Iowa"
"44020","Spirit Lake, IA Micro Area","19","059","Dickinson County, Iowa"
"44060","Spokane-Spokane Valley, WA Metro Area","53","051","Pend Oreille County, Washington"
"44060","Spokane-Spokane Valley, WA Metro Area","53","063","Spokane County, Washington"
"44060","Spokane-Spokane Valley, WA Metro Area","53","065","Stevens County, Washington"
"44100","Springfield, IL Metro Area","17","129","Menard County, Illinois"
"44100","Springfield, IL Metro Area","17","167","Sangamon County, Illinois"
"44140","Springfield, MA Metro Area","25","013","Hampden County, Massachusetts"
"44140","Springfield, MA Metro Area","25","015","Hampshire County, Massachusetts"
"44180","Springfield, MO Metro Area","29","043","Christian County, Missouri"
"44180","Springfield, MO Metro Area","29","059","Dallas County, Missouri"
"44180","Springfield, MO Metro Area","29","077","Greene County, Missouri"
"44180","Springfield, MO Metro Area","29","167","Polk County, Missouri"
"44180","Springfield, MO Metro Area","29","225","Webster County, Missouri"
"44220","Springfield, OH Metro Area","39","023","Clark County, Ohio"
"44260","Starkville, MS Micro Area","28","105","Oktibbeha County, Mississippi"
"44300","State College, PA Metro Area","42","027","Centre County, Pennsylvania"
"44340","Statesboro, GA Micro Area","13","031","Bulloch County, Georgia"
"44420","Staunton-Waynesboro, VA Metro Area","51","015","Augusta County, Virginia"
"44420","Staunton-Waynesboro, VA Metro Area","51","790","Staunton city, Virginia"
"44420","Staunton-Waynesboro, VA Metro Area","51","820","Waynesboro city, Virginia"
"44460","Steamboat Springs, CO Micro Area","08","107","Routt County, Colorado"
"44500","Stephenville, TX Micro Area","48","143","Erath County, Texas"
"44540","Sterling, CO Micro Area","08","075","Logan County, Colorado"
"44580","Sterling, IL Micro Area","17","195","Whiteside County, Illinois"
"44620","Stevens Point, WI Micro Area","55","097","Portage County, Wisconsin"
"44660","Stillwater, OK Micro Area","40","119","Payne County, Oklahoma"
"44700","Stockton-Lodi, CA Metro Area","06","077","San Joaquin County, California"
"44740","Storm Lake, IA Micro Area","19","021","Buena Vista County, Iowa"
"44780","Sturgis, MI Micro Area","26","149","St. Joseph County, Michigan"
"44860","Sulphur Springs, TX Micro Area","48","223","Hopkins County, Texas"
"44900","Summerville, GA Micro Area","13","055","Chattooga County, Georgia"
"44920","Summit Park, UT Micro Area","49","043","Summit County, Utah"
"44940","Sumter, SC Metro Area","45","085","Sumter County, South Carolina"
"44980","Sunbury, PA Micro Area","42","097","Northumberland County, Pennsylvania"
"45000","Susanville, CA Micro Area","06","035","Lassen County, California"
"45020","Sweetwater, TX Micro Area","48","353","Nolan County, Texas"
"45060","Syracuse, NY Metro Area","36","053","Madison County, New York"
"45060","Syracuse, NY Metro Area","36","067","Onondaga County, New York"
"45060","Syracuse, NY Metro Area","36","075","Oswego County, New York"
"45140","Tahlequah, OK Micro Area","40","021","Cherokee County, Oklahoma"
"45180","Talladega-Sylacauga, AL Micro Area","01","037","Coosa County, Alabama"
"45180","Talladega-Sylacauga, AL Micro Area","01","121","Talladega County, Alabama"
"45220","Tallahassee, FL Metro Area","12","039","Gadsden County, Florida"
"45220","Tallahassee, FL Metro Area","12","065","Jefferson County, Florida"
"45220","Tallahassee, FL Metro Area","12","073","Leon County, Florida"
"45220","Tallahassee, FL Metro Area","12","129","Wakulla County, Florida"
"45300","Tampa-St. Petersburg-Clearwater, FL Metro Area","12","053","Hernando County, Florida"
"45300","Tampa-St. Petersburg-Clearwater, FL Metro Area","12","057","Hillsborough County, Florida"
"45300","Tampa-St. Petersburg-Clearwater, FL Metro Area","12","101","Pasco County, Florida"
"45300","Tampa-St. Petersburg-Clearwater, FL Metro Area","12","103","Pinellas County, Florida"
"45340","Taos, NM Micro Area","35","055","Taos County, New Mexico"
"45380","Taylorville, IL Micro Area","17","021","Christian County, Illinois"
"45460","Terre Haute, IN Metro Area","18","021","Clay County, Indiana"
"45460","Terre Haute, IN Metro Area","18","153","Sullivan County, Indiana"
"45460","Terre Haute, IN Metro Area","18","165","Vermillion County, Indiana"
"45460","Terre Haute, IN Metro Area","18","167","Vigo County, Indiana"
"45500","Texarkana, TX-AR Metro Area","05","081","Little River County, Arkansas"
"45500","Texarkana, TX-AR Metro Area","05","091","Miller County, Arkansas"
"45500","Texarkana, TX-AR Metro Area","48","037","Bowie County, Texas"
"45520","The Dalles, OR Micro Area","41","065","Wasco County, Oregon"
"45540","The Villages, FL Metro Area","12","119","Sumter County, Florida"
"45580","Thomaston, GA Micro Area","13","293","Upson County, Georgia"
"45620","Thomasville, GA Micro Area","13","275","Thomas County, Georgia"
"45660","Tiffin, OH Micro Area","39","147","Seneca County, Ohio"
"45700","Tifton, GA Micro Area","13","277","Tift County, Georgia"
"45740","Toccoa, GA Micro Area","13","257","Stephens County, Georgia"
"45780","Toledo, OH Metro Area","39","051","Fulton County, Ohio"
"45780","Toledo, OH Metro Area","39","095","Lucas County, Ohio"
"45780","Toledo, OH Metro Area","39","173","Wood County, Ohio"
"45820","Topeka, KS Metro Area","20","085","Jackson County, Kansas"
"45820","Topeka, KS Metro Area","20","087","Jefferson County, Kansas"
"45820","Topeka, KS Metro Area","20","139","Osage County, Kansas"
"45820","Topeka, KS Metro Area","20","177","Shawnee County, Kansas"
"45820","Topeka, KS Metro Area","20","197","Wabaunsee County, Kansas"
"45860","Torrington, CT Micro Area","09","005","Litchfield County, Connecticut"
"45900","Traverse City, MI Micro Area","26","019","Benzie County, Michigan"
"45900","Traverse City, MI Micro Area","26","055","Grand Traverse County, Michigan"
"45900","Traverse City, MI Micro Area","26","079","Kalkaska County, Michigan"
"45900","Traverse City, MI Micro Area","26","089","Leelanau County, Michigan"
"45940","Trenton, NJ Metro Area","34","021","Mercer County, New Jersey"
"45980","Troy, AL Micro Area","01","109","Pike County, Alabama"
"46020","Truckee-Grass Valley, CA Micro Area","06","057","Nevada County, California"
"46060","Tucson, AZ Metro Area","04","019","Pima County, Arizona"
"46100","Tullahoma-Manchester, TN Micro Area","47","031","Coffee County, Tennessee"
"46100","Tullahoma-Manchester, TN Micro Area","47","051","Franklin County, Tennessee"
"46100","Tullahoma-Manchester, TN Micro Area","47","127","Moore County, Tennessee"
"46140","Tulsa, OK Metro Area","40","037","Creek County, Oklahoma"
"46140","Tulsa, OK Metro Area","40","111","Okmulgee County, Oklahoma"
"46140","Tulsa, OK Metro Area","40","113","Osage County, Oklahoma"
"46140","Tulsa, OK Metro Area","40","117","Pawnee County, Oklahoma"
"46140","Tulsa, OK Metro Area","40","131","Rogers County, Oklahoma"
"46140","Tulsa, OK Metro Area","40","143","Tulsa County, Oklahoma"
"46140","Tulsa, OK Metro Area","40","145","Wagoner County, Oklahoma"
"46180","Tupelo, MS Micro Area","28","057","Itawamba County, Mississippi"
"46180","Tupelo, MS Micro Area","28","081","Lee County, Mississippi"
"46180","Tupelo, MS Micro Area","28","115","Pontotoc County, Mississippi"
"46220","Tuscaloosa, AL Metro Area","01","065","Hale County, Alabama"
"46220","Tuscaloosa, AL Metro Area","01","107","Pickens County, Alabama"
"46220","Tuscaloosa, AL Metro Area","01","125","Tuscaloosa County, Alabama"
"46300","Twin Falls, ID Micro Area","16","053","Jerome County, Idaho"
"46300","Twin Falls, ID Micro Area","16","083","Twin Falls County, Idaho"
"46340","Tyler, TX Metro Area","48","423","Smith County, Texas"
"46380","Ukiah, CA Micro Area","06","045","Mendocino County, California"
"46460","Union City, TN-KY Micro Area","21","075","Fulton County, Kentucky"
"46460","Union City, TN-KY Micro Area","47","131","Obion County, Tennessee"
"46500","Urbana, OH Micro Area","39","021","Champaign County, Ohio"
"46520","Urban Honolulu, HI Metro Area","15","003","Honolulu County, Hawaii"
"46540","Utica-Rome, NY Metro Area","36","043","Herkimer County, New York"
"46540","Utica-Rome, NY Metro Area","36","065","Oneida County, New York"
"46620","Uvalde, TX Micro Area","48","463","Uvalde County, Texas"
"46660","Valdosta, GA Metro Area","13","027","Brooks County, Georgia"
"46660","Valdosta, GA Metro Area","13","101","Echols County, Georgia"
"46660","Valdosta, GA Metro Area","13","173","Lanier County, Georgia"
"46660","Valdosta, GA Metro Area","13","185","Lowndes County, Georgia"
"46700","Vallejo-Fairfield, CA Metro Area","06","095","Solano County, California"
"46740","Valley, AL Micro Area","01","017","Chambers County, Alabama"
"46780","Van Wert, OH Micro Area","39","161","Van Wert County, Ohio"
"46820","Vermillion, SD Micro Area","46","027","Clay County, South Dakota"
"46860","Vernal, UT Micro Area","49","047","Uintah County, Utah"
"46900","Vernon, TX Micro Area","48","487","Wilbarger County, Texas"
"46980","Vicksburg, MS Micro Area","28","021","Claiborne County, Mississippi"
"46980","Vicksburg, MS Micro Area","28","149","Warren County, Mississippi"
"47020","Victoria, TX Metro Area","48","175","Goliad County, Texas"
"47020","Victoria, TX Metro Area","48","469","Victoria County, Texas"
"47080","Vidalia, GA Micro Area","13","209","Montgomery County, Georgia"
"47080","Vidalia, GA Micro Area","13","279","Toombs County, Georgia"
"47180","Vincennes, IN Micro Area","18","083","Knox County, Indiana"
"47220","Vineland-Bridgeton, NJ Metro Area","34","011","Cumberland County, New Jersey"
"47240","Vineyard Haven, MA Micro Area","25","007","Dukes County, Massachusetts"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","37","053","Currituck County, North Carolina"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","37","073","Gates County, North Carolina"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","51","073","Gloucester County, Virginia"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","51","093","Isle of Wight County, Virginia"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","51","095","James City County, Virginia"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","51","115","Mathews County, Virginia"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","51","199","York County, Virginia"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","51","550","Chesapeake city, Virginia"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","51","650","Hampton city, Virginia"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","51","700","Newport News city, Virginia"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","51","710","Norfolk city, Virginia"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","51","735","Poquoson city, Virginia"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","51","740","Portsmouth city, Virginia"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","51","800","Suffolk city, Virginia"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","51","810","Virginia Beach city, Virginia"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","51","830","Williamsburg city, Virginia"
"47300","Visalia-Porterville, CA Metro Area","06","107","Tulare County, California"
"47340","Wabash, IN Micro Area","18","169","Wabash County, Indiana"
"47380","Waco, TX Metro Area","48","145","Falls County, Texas"
"47380","Waco, TX Metro Area","48","309","McLennan County, Texas"
"47420","Wahpeton, ND-MN Micro Area","27","167","Wilkin County, Minnesota"
"47420","Wahpeton, ND-MN Micro Area","38","077","Richland County, North Dakota"
"47460","Walla Walla, WA Metro Area","53","013","Columbia County, Washington"
"47460","Walla Walla, WA Metro Area","53","071","Walla Walla County, Washington"
"47540","Wapakoneta, OH Micro Area","39","011","Auglaize County, Ohio"
"47580","Warner Robins, GA Metro Area","13","153","Houston County, Georgia"
"47580","Warner Robins, GA Metro Area","13","225","Peach County, Georgia"
"47580","Warner Robins, GA Metro Area","13","235","Pulaski County, Georgia"
"47620","Warren, PA Micro Area","42","123","Warren County, Pennsylvania"
"47660","Warrensburg, MO Micro Area","29","101","Johnson County, Missouri"
"47700","Warsaw, IN Micro Area","18","085","Kosciusko County, Indiana"
"47780","Washington, IN Micro Area","18","027","Daviess County, Indiana"
"47820","Washington, NC Micro Area","37","013","Beaufort County, North Carolina"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","11","001","District of Columbia, District of Columbia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","24","009","Calvert County, Maryland"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","24","017","Charles County, Maryland"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","24","021","Frederick County, Maryland"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","24","031","Montgomery County, Maryland"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","24","033","Prince George's County, Maryland"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","51","013","Arlington County, Virginia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","51","043","Clarke County, Virginia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","51","047","Culpeper County, Virginia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","51","059","Fairfax County, Virginia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","51","061","Fauquier County, Virginia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","51","107","Loudoun County, Virginia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","51","153","Prince William County, Virginia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","51","157","Rappahannock County, Virginia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","51","177","Spotsylvania County, Virginia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","51","179","Stafford County, Virginia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","51","187","Warren County, Virginia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","51","510","Alexandria city, Virginia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","51","600","Fairfax city, Virginia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","51","610","Falls Church city, Virginia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","51","630","Fredericksburg city, Virginia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","51","683","Manassas city, Virginia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","51","685","Manassas Park city, Virginia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","54","037","Jefferson County, West Virginia"
"47920","Washington Court House, OH Micro Area","39","047","Fayette County, Ohio"
"47940","Waterloo-Cedar Falls, IA Metro Area","19","013","Black Hawk County, Iowa"
"47940","Waterloo-Cedar Falls, IA Metro Area","19","017","Bremer County, Iowa"
"47940","Waterloo-Cedar Falls, IA Metro Area","19","075","Grundy County, Iowa"
"47980","Watertown, SD Micro Area","46","029","Codington County, South Dakota"
"48020","Watertown-Fort Atkinson, WI Micro Area","55","055","Jefferson County, Wisconsin"
"48060","Watertown-Fort Drum, NY Metro Area","36","045","Jefferson County, New York"
"48100","Wauchula, FL Micro Area","12","049","Hardee County, Florida"
"48140","Wausau, WI Metro Area","55","073","Marathon County, Wisconsin"
"48180","Waycross, GA Micro Area","13","229","Pierce County, Georgia"
"48180","Waycross, GA Micro Area","13","299","Ware County, Georgia"
"48220","Weatherford, OK Micro Area","40","039","Custer County, Oklahoma"
"48260","Weirton-Steubenville, WV-OH Metro Area","39","081","Jefferson County, Ohio"
"48260","Weirton-Steubenville, WV-OH Metro Area","54","009","Brooke County, West Virginia"
"48260","Weirton-Steubenville, WV-OH Metro Area","54","029","Hancock County, West Virginia"
"48300","Wenatchee, WA Metro Area","53","007","Chelan County, Washington"
"48300","Wenatchee, WA Metro Area","53","017","Douglas County, Washington"
"48460","West Plains, MO Micro Area","29","091","Howell County, Missouri"
"48540","Wheeling, WV-OH Metro Area","39","013","Belmont County, Ohio"
"48540","Wheeling, WV-OH Metro Area","54","051","Marshall County, West Virginia"
"48540","Wheeling, WV-OH Metro Area","54","069","Ohio County, West Virginia"
"48580","Whitewater-Elkhorn, WI Micro Area","55","127","Walworth County, Wisconsin"
"48620","Wichita, KS Metro Area","20","015","Butler County, Kansas"
"48620","Wichita, KS Metro Area","20","079","Harvey County, Kansas"
"48620","Wichita, KS Metro Area","20","095","Kingman County, Kansas"
"48620","Wichita, KS Metro Area","20","173","Sedgwick County, Kansas"
"48620","Wichita, KS Metro Area","20","191","Sumner County, Kansas"
"48660","Wichita Falls, TX Metro Area","48","009","Archer County, Texas"
"48660","Wichita Falls, TX Metro Area","48","077","Clay County, Texas"
"48660","Wichita Falls, TX Metro Area","48","485","Wichita County, Texas"
"48700","Williamsport, PA Metro Area","42","081","Lycoming County, Pennsylvania"
"48780","Williston, ND Micro Area","38","105","Williams County, North Dakota"
"48820","Willmar, MN Micro Area","27","067","Kandiyohi County, Minnesota"
"48900","Wilmington, NC Metro Area","37","129","New Hanover County, North Carolina"
"48900","Wilmington, NC Metro Area","37","141","Pender County, North Carolina"
"48940","Wilmington, OH Micro Area","39","027","Clinton County, Ohio"
"48980","Wilson, NC Micro Area","37","195","Wilson County, North Carolina"
"49020","Winchester, VA-WV Metro Area","51","069","Frederick County, Virginia"
"49020","Winchester, VA-WV Metro Area","51","840","Winchester city, Virginia"
"49020","Winchester, VA-WV Metro Area","54","027","Hampshire County, West Virginia"
"49080","Winnemucca, NV Micro Area","32","013","Humboldt County, Nevada"
"49100","Winona, MN Micro Area","27","169","Winona County, Minnesota"
"49180","Winston-Salem, NC Metro Area","37","057","Davidson County, North Carolina"
"49180","Winston-Salem, NC Metro Area","37","059","Davie County, North Carolina"
"49180","Winston-Salem, NC Metro Area","37","067","Forsyth County, North Carolina"
"49180","Winston-Salem, NC Metro Area","37","169","Stokes County, North Carolina"
"49180","Winston-Salem, NC Metro Area","37","197","Yadkin County, North Carolina"
"49220","Wisconsin Rapids-Marshfield, WI Micro Area","55","141","Wood County, Wisconsin"
"49260","Woodward, OK Micro Area","40","153","Woodward County, Oklahoma"
"49300","Wooster, OH Micro Area","39","169","Wayne County, Ohio"
"49340","Worcester, MA-CT Metro Area","09","015","Windham County, Connecticut"
"49340","Worcester, MA-CT Metro Area","25","027","Worcester County, Massachusetts"
"49380","Worthington, MN Micro Area","27","105","Nobles County, Minnesota"
"49420","Yakima, WA Metro Area","53","077","Yakima County, Washington"
"49460","Yankton, SD Micro Area","46","135","Yankton County, South Dakota"
"49620","York-Hanover, PA Metro Area","42","133","York County, Pennsylvania"
"49660","Youngstown-Warren-Boardman, OH-PA Metro Area","39","099","Mahoning County, Ohio"
"49660","Youngstown-Warren-Boardman, OH-PA Metro Area","39","155","Trumbull County, Ohio"
"49660","Youngstown-Warren-Boardman, OH-PA Metro Area","42","085","Mercer County, Pennsylvania"
"49700","Yuba City, CA Metro Area","06","101","Sutter County, California"
"49700","Yuba City, CA Metro Area","06","115","Yuba County, California"
"49740","Yuma, AZ Metro Area","04","027","Yuma County, Arizona"
"49780","Zanesville, OH Micro Area","39","119","Muskingum County, Ohio"
"49820","Zapata, TX Micro Area","48","505","Zapata County, Texas"
